,YTID,start_seconds,end_seconds,positive_labels,tags_k,tags,num_keys,num_tags
16063,mmz6uoEWxuE,30.0,40.0,"/m/01bjv,/m/09x0r,/m/0btp2","['/m/01bjv', '/m/09x0r', '/m/0btp2']","['Sounds of things', 'Human Sounds', 'Sounds of things']",3,3
16064,mnCZ8qvfd3A,30.0,40.0,"/m/01sm1g,/m/0l14md","['/m/01sm1g', '/m/0l14md']","['Music', 'Music']",2,2
16065,mnerUsvZF-M,260.0,270.0,"/m/02c8p,/m/09x0r,/t/dd00125","['/m/02c8p', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
16066,mnh9RHyGB9A,60.0,70.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077","['/m/02bm9n', '/m/05zc1', '/m/0l7xg', '/t/dd00077']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
16067,mnsjeTIqbYw,30.0,40.0,"/m/01bjv,/m/04rlf,/m/07yv9,/m/09x0r","['/m/01bjv', '/m/04rlf', '/m/07yv9', '/m/09x0r']","['Sounds of things', 'Music', 'Sounds of things', 'Human Sounds']",4,4
16068,moJ0R4TKY0E,30.0,40.0,"/m/013y1f,/m/03gvt","['/m/013y1f', '/m/03gvt']","['Music', 'Music']",2,2
16069,mpikDeSk-mM,30.0,40.0,"/m/026z9,/m/04rlf","['/m/026z9', '/m/04rlf']","['Music', 'Music']",2,2
16070,mpymEs4Mcw8,50.0,60.0,"/m/0164x2,/m/04rlf","['/m/0164x2', '/m/04rlf']","['Music', 'Music']",2,2
16071,mpysslA_qXc,30.0,40.0,"/m/0838f,/m/0j6m2","['/m/0838f', '/m/0j6m2']","['Natural Sounds', 'Natural Sounds']",2,2
16072,mqutrIKQ0wM,0.0,10.0,"/m/02_nn,/m/0jbk","['/m/02_nn', '/m/0jbk']","['Human Sounds', 'Animal']",2,2
16073,mraRXjjIAUc,190.0,200.0,"/m/07hvw1,/m/09x0r","['/m/07hvw1', '/m/09x0r']","['Channel environment and background', 'Human Sounds']",2,2
16074,mrizjiY5PvI,30.0,40.0,"/m/019jd,/m/056ks2","['/m/019jd', '/m/056ks2']","['Sounds of things', 'Sounds of things']",2,2
16075,mrwREyYUFMc,0.0,10.0,"/m/04rlf,/m/07rn7sz","['/m/04rlf', '/m/07rn7sz']","['Music', 'Sounds of things']",2,2
16076,msZvt9_kbuU,20.0,30.0,/m/02_41,['/m/02_41'],['Natural Sounds'],1,1
16077,msnm_tYXcYw,40.0,50.0,"/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b","['/m/04rlf', '/m/04szw', '/m/0l14md', '/m/0l156b']","['Music', 'Music', 'Music', 'Music']",4,4
16078,mt0yYRDpd74,30.0,40.0,"/m/07qlf79,/m/09x0r","['/m/07qlf79', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
16079,mtapmFDmImA,70.0,80.0,/m/0l14t7,['/m/0l14t7'],['Music'],1,1
16080,mtjUgt-IUV8,60.0,70.0,"/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk","['/m/05tny_', '/m/068hy', '/m/09x0r', '/m/0bt9lr', '/m/0ghcn6', '/m/0jbk']","['Animal', 'Animal', 'Human Sounds', 'Animal', 'Animal', 'Animal']",6,6
16081,mtkzMU5w3ms,10.0,20.0,"/m/04fgwm,/m/0ytgt","['/m/04fgwm', '/m/0ytgt']","['Sounds of things', 'Human Sounds']",2,2
16082,mtlPekeC9n8,480.0,490.0,"/m/04rlf,/m/07phhsh","['/m/04rlf', '/m/07phhsh']","['Music', 'Source-ambiguous sounds']",2,2
16083,mtpJRq42irM,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067","['/m/07q2z82', '/m/07yv9', '/m/0k4j', '/t/dd00067']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
16084,mtuiEDBKgBU,0.0,10.0,"/m/039jq,/m/04rlf","['/m/039jq', '/m/04rlf']","['Sounds of things', 'Music']",2,2
16085,mu0dlj8ibA4,30.0,40.0,"/m/01s0ps,/m/05148p4,/m/05r5c","['/m/01s0ps', '/m/05148p4', '/m/05r5c']","['Music', 'Music', 'Music']",3,3
16086,mu15Ib_0mgs,30.0,40.0,"/m/04rlf,/m/07brj,/m/09x0r","['/m/04rlf', '/m/07brj', '/m/09x0r']","['Music', 'Music', 'Human Sounds']",3,3
16087,mu5K4FA2rVw,150.0,160.0,"/m/04rlf,/m/06_fw","['/m/04rlf', '/m/06_fw']","['Music', 'Sounds of things']",2,2
16088,muNZxQqWnt0,20.0,30.0,/g/122z_qxw,['/g/122z_qxw'],['Sounds of things'],1,1
16089,muTEkKFEoGY,30.0,40.0,"/m/04k94,/m/09x0r","['/m/04k94', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
16090,musurEy0zWI,390.0,400.0,"/m/018w8,/m/07pqn27,/m/09x0r","['/m/018w8', '/m/07pqn27', '/m/09x0r']","['Sounds of things', 'Source-ambiguous sounds', 'Human Sounds']",3,3
16091,mv1-e-GmoNQ,0.0,10.0,"/m/04rlf,/m/0cfdd","['/m/04rlf', '/m/0cfdd']","['Music', 'Music']",2,2
16092,mvR4q_p6Bz4,50.0,60.0,/m/0dl83,['/m/0dl83'],['Sounds of things'],1,1
16093,mvuyZMh6vD8,30.0,40.0,"/m/01kcd,/m/07c6l","['/m/01kcd', '/m/07c6l']","['Music', 'Music']",2,2
16094,mw6Ffj6Pzss,50.0,60.0,"/m/06xkwv,/m/07rcgpl","['/m/06xkwv', '/m/07rcgpl']","['Channel environment and background', 'Source-ambiguous sounds']",2,2
16095,mwA_Z3AgWxw,500.0,510.0,"/m/05x_td,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128","['/m/05x_td', '/m/07yv9', '/m/09x0r', '/m/0k4j', '/t/dd00128']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Sounds of things', 'Channel environment and background']",5,5
16096,mwG7z_aowKw,40.0,50.0,/m/025td0t,['/m/025td0t'],['Music'],1,1
16097,mwLrABPxvgA,50.0,60.0,"/m/04rlf,/m/04szw,/m/0l14md,/m/0l156b","['/m/04rlf', '/m/04szw', '/m/0l14md', '/m/0l156b']","['Music', 'Music', 'Music', 'Music']",4,4
16098,mwV1X8bpi2g,120.0,130.0,"/m/01bns_,/m/0d8_n","['/m/01bns_', '/m/0d8_n']","['Music', 'Music']",2,2
16099,mwafAXvcoso,90.0,100.0,/m/03q5_w,['/m/03q5_w'],['Human Sounds'],1,1
16100,mwe2416JIO8,300.0,310.0,"/m/013y1f,/m/03xq_f","['/m/013y1f', '/m/03xq_f']","['Music', 'Music']",2,2
16101,mwqluX7sXXU,240.0,250.0,"/m/01kcd,/m/07c6l,/m/07gql","['/m/01kcd', '/m/07c6l', '/m/07gql']","['Music', 'Music', 'Music']",3,3
16102,mwwnfWgV_5U,160.0,170.0,"/m/03lty,/m/04rlf,/m/06by7,/t/dd00036","['/m/03lty', '/m/04rlf', '/m/06by7', '/t/dd00036']","['Music', 'Music', 'Music', 'Music']",4,4
16103,mx7kjFY7ALs,170.0,180.0,"/m/01p970,/m/026t6,/m/0l14md","['/m/01p970', '/m/026t6', '/m/0l14md']","['Music', 'Music', 'Music']",3,3
16104,mxx2CYAGGkg,60.0,70.0,"/m/02g901,/m/09x0r","['/m/02g901', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
16105,my3ozhGOpsg,190.0,200.0,"/m/01hnzm,/m/04rlf","['/m/01hnzm', '/m/04rlf']","['Sounds of things', 'Music']",2,2
16106,my65DVXCPu4,30.0,40.0,"/m/06mb1,/m/07r10fb,/t/dd00038","['/m/06mb1', '/m/07r10fb', '/t/dd00038']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds']",3,3
16107,myGef3nriL8,30.0,40.0,"/m/01p970,/m/026t6,/m/0l14md","['/m/01p970', '/m/026t6', '/m/0l14md']","['Music', 'Music', 'Music']",3,3
16108,myGffB4WcF8,30.0,40.0,"/m/03q5t,/m/05148p4","['/m/03q5t', '/m/05148p4']","['Music', 'Music']",2,2
16109,myWiV_HMXtc,10.0,20.0,/m/03qc9zr,['/m/03qc9zr'],['Human Sounds'],1,1
16110,mys9igOwNMI,40.0,50.0,/m/07r4gkf,['/m/07r4gkf'],['Animal'],1,1
16111,mz0yo2lOYjo,430.0,440.0,"/m/07ptzwd,/m/0838f","['/m/07ptzwd', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
16112,mzEQDMWp8ac,150.0,160.0,"/m/015jpf,/m/04rlf,/m/0l14qv","['/m/015jpf', '/m/04rlf', '/m/0l14qv']","['Sounds of things', 'Music', 'Music']",3,3
16113,mza0DdYCGM4,180.0,190.0,"/m/07qv_x_,/m/09x0r","['/m/07qv_x_', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
16114,mziZiYYd8hI,270.0,280.0,"/m/03vt0,/m/09xqv","['/m/03vt0', '/m/09xqv']","['Animal', 'Animal']",2,2
16115,n-4rwju_TuM,0.0,10.0,/m/018w8,['/m/018w8'],['Sounds of things'],1,1
16116,n-Atq36RIKU,230.0,240.0,"/m/028sqc,/m/04rlf,/m/09x0r,/m/0gy1t2s","['/m/028sqc', '/m/04rlf', '/m/09x0r', '/m/0gy1t2s']","['Music', 'Music', 'Human Sounds', 'Music']",4,4
16117,n-ndePnWdjg,10.0,20.0,"/m/07rrlb6,/m/09x0r,/m/0j6m2","['/m/07rrlb6', '/m/09x0r', '/m/0j6m2']","['Sounds of things', 'Human Sounds', 'Natural Sounds']",3,3
16118,n-qlHKbwTzQ,15.0,25.0,"/m/07ppn3j,/m/09x0r","['/m/07ppn3j', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
16119,n00NFbjv3WU,10.0,20.0,"/m/04rlf,/m/08cyft","['/m/04rlf', '/m/08cyft']","['Music', 'Music']",2,2
16120,n05Ux8FKUSQ,30.0,40.0,"/m/07q2z82,/m/07yv9,/m/0k4j","['/m/07q2z82', '/m/07yv9', '/m/0k4j']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
16121,n08qMfFB_UM,190.0,200.0,/m/03qc9zr,['/m/03qc9zr'],['Human Sounds'],1,1
16122,n0AtY_cAz04,60.0,70.0,"/m/01xq0k1,/m/07rpkh9,/m/0ch8v","['/m/01xq0k1', '/m/07rpkh9', '/m/0ch8v']","['Animal', 'Animal', 'Animal']",3,3
16123,n0Jc1i6Ns4g,30.0,40.0,/m/01h8n0,['/m/01h8n0'],['Human Sounds'],1,1
16124,n0P4klG9TFE,10.0,20.0,"/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk","['/m/05tny_', '/m/068hy', '/m/0bt9lr', '/m/0jbk']","['Animal', 'Animal', 'Animal', 'Animal']",4,4
16125,n0fEWekE2P0,30.0,40.0,"/m/04rlf,/m/0dls3","['/m/04rlf', '/m/0dls3']","['Music', 'Music']",2,2
16126,n0l3y811vWk,30.0,40.0,"/m/01y3hg,/m/02fs_r","['/m/01y3hg', '/m/02fs_r']","['Sounds of things', 'Source-ambiguous sounds']",2,2
16127,n16ZUTfZtDM,0.0,10.0,/m/0l14t7,['/m/0l14t7'],['Music'],1,1
16128,n179cK8EubU,320.0,330.0,"/m/01jnbd,/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0g12c5","['/m/01jnbd', '/m/02rr_', '/m/02sgy', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/09x0r', '/m/0fx80y', '/m/0g12c5']","['Channel environment and background', 'Sounds of things', 'Music', 'Music', 'Music', 'Music', 'Human Sounds', 'Music', 'Channel environment and background']",9,9
16129,n1PTn_NH_K0,150.0,160.0,"/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y","['/m/018vs', '/m/0342h', '/m/04rlf', '/m/04szw', '/m/07m2kt', '/m/09x0r', '/m/0fx80y']","['Music', 'Music', 'Music', 'Music', 'Sounds of things', 'Human Sounds', 'Music']",7,7
16130,n1zRnTCaiE0,40.0,50.0,/m/02_nn,['/m/02_nn'],['Human Sounds'],1,1
16131,n27GpYJ_2Hs,30.0,40.0,"/m/04rlf,/m/06w87","['/m/04rlf', '/m/06w87']","['Music', 'Music']",2,2
16132,n2SLCHAvUVk,190.0,200.0,"/m/01b82r,/m/07pl1bw,/m/083vt","['/m/01b82r', '/m/07pl1bw', '/m/083vt']","['Sounds of things', 'Sounds of things', 'Sounds of things']",3,3
16133,n2g-33m8YRw,30.0,40.0,"/m/018vs,/m/01glhc,/m/02sgy,/m/04rlf,/m/0g12c5","['/m/018vs', '/m/01glhc', '/m/02sgy', '/m/04rlf', '/m/0g12c5']","['Music', 'Music', 'Music', 'Music', 'Channel environment and background']",5,5
16134,n34UcYLSKxQ,40.0,50.0,"/m/06xkwv,/m/07rcgpl","['/m/06xkwv', '/m/07rcgpl']","['Channel environment and background', 'Source-ambiguous sounds']",2,2
16135,n3EeS2mVU5w,30.0,40.0,"/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y","['/m/0326g', '/m/0342h', '/m/042v_gx', '/m/04rlf', '/m/04szw', '/m/07s0s5r', '/m/0fx80y']","['Music', 'Music', 'Music', 'Music', 'Music', 'Music', 'Music']",7,7
16136,n3LBDC2ti44,140.0,150.0,"/m/01d3sd,/m/07ppn3j","['/m/01d3sd', '/m/07ppn3j']","['Human Sounds', 'Human Sounds']",2,2
16137,n3QsFeGadEE,30.0,40.0,"/m/02lkt,/m/04rlf,/m/0790c,/m/07gxw","['/m/02lkt', '/m/04rlf', '/m/0790c', '/m/07gxw']","['Music', 'Music', 'Sounds of things', 'Music']",4,4
16138,n42NV4Er05I,420.0,430.0,"/m/04rlf,/m/07c52,/m/09x0r","['/m/04rlf', '/m/07c52', '/m/09x0r']","['Music', 'Channel environment and background', 'Human Sounds']",3,3
16139,n49a9hw0iag,160.0,170.0,/m/07pzfmf,['/m/07pzfmf'],['Natural Sounds'],1,1
16140,n4QSYx4wVQg,30.0,40.0,"/m/04rlf,/m/0gywn","['/m/04rlf', '/m/0gywn']","['Music', 'Music']",2,2
16141,n4SB8G0dAYw,30.0,40.0,"/m/04rlf,/m/07qlwh6","['/m/04rlf', '/m/07qlwh6']","['Music', 'Sounds of things']",2,2
16142,n4o1r8Ai66o,30.0,40.0,/m/07plct2,['/m/07plct2'],['Source-ambiguous sounds'],1,1
16143,n5BA9O6I0Wo,350.0,360.0,"/m/01lsmm,/m/09x0r","['/m/01lsmm', '/m/09x0r']","['Sounds of things', 'Human Sounds']",2,2
16144,n5CNDVuGtK0,80.0,90.0,"/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq","['/m/012n7d', '/m/03j1ly', '/m/03kmc9', '/m/04qvtq']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
16145,n5g96qczt5E,150.0,160.0,"/m/09x0r,/t/dd00013","['/m/09x0r', '/t/dd00013']","['Human Sounds', 'Human Sounds']",2,2
16146,n6MFK4Lyc04,120.0,130.0,"/m/0130jx,/m/0838f","['/m/0130jx', '/m/0838f']","['Sounds of things', 'Natural Sounds']",2,2
16147,n6QjjfstlUI,280.0,290.0,"/m/09x0r,/m/0llzx","['/m/09x0r', '/m/0llzx']","['Human Sounds', 'Sounds of things']",2,2
16148,n6qb1iEF-Oc,240.0,250.0,"/m/015lz1,/m/0dq0md","['/m/015lz1', '/m/0dq0md']","['Human Sounds', 'Music']",2,2
16149,n87PCgYm6mE,270.0,280.0,"/m/04rlf,/m/07kc_","['/m/04rlf', '/m/07kc_']","['Music', 'Music']",2,2
16150,n8_v_iLmrcE,40.0,50.0,"/m/04rlf,/m/0dwt5","['/m/04rlf', '/m/0dwt5']","['Music', 'Music']",2,2
16151,n9FC6LnHT7A,270.0,280.0,"/m/02p01q,/m/07pdjhy","['/m/02p01q', '/m/07pdjhy']","['Sounds of things', 'Source-ambiguous sounds']",2,2
16152,n9bU3ZPCOp0,70.0,80.0,"/m/03r5q_,/m/04rlf","['/m/03r5q_', '/m/04rlf']","['Music', 'Music']",2,2
16153,n9hp1D7WulI,0.0,10.0,"/m/07qw_06,/m/09x0r,/m/0ytgt","['/m/07qw_06', '/m/09x0r', '/m/0ytgt']","['Human Sounds', 'Human Sounds', 'Human Sounds']",3,3
16154,nA-Xkv5pIEo,280.0,290.0,"/m/04rlf,/m/05x_td,/t/dd00126","['/m/04rlf', '/m/05x_td', '/t/dd00126']","['Music', 'Sounds of things', 'Channel environment and background']",3,3
16155,nB2Lf5TTmBs,30.0,40.0,"/m/0395lw,/m/04rlf","['/m/0395lw', '/m/04rlf']","['Music', 'Music']",2,2
16156,nBEhMySwyTw,90.0,100.0,/m/05x_td,['/m/05x_td'],['Sounds of things'],1,1
16157,nBEz-wfq8Ew,0.0,10.0,"/m/04rlf,/m/09x0r,/m/0dv3j","['/m/04rlf', '/m/09x0r', '/m/0dv3j']","['Music', 'Human Sounds', 'Sounds of things']",3,3
16158,nBiHncFD0dM,430.0,440.0,"/m/04rlf,/m/06j64v","['/m/04rlf', '/m/06j64v']","['Music', 'Music']",2,2
16159,nCHBQxWQWlk,350.0,360.0,"/m/07p9k1k,/m/07ptfmf,/m/0dxrf","['/m/07p9k1k', '/m/07ptfmf', '/m/0dxrf']","['Source-ambiguous sounds', 'Sounds of things', 'Sounds of things']",3,3
16160,nCPTRcZb4Bk,450.0,460.0,"/m/023pjk,/m/04brg2","['/m/023pjk', '/m/04brg2']","['Sounds of things', 'Sounds of things']",2,2
16161,nCREOM7DmY8,450.0,460.0,"/m/07qcx4z,/m/09x0r,/t/dd00125","['/m/07qcx4z', '/m/09x0r', '/t/dd00125']","['Source-ambiguous sounds', 'Human Sounds', 'Channel environment and background']",3,3
16162,nD1rj9eSSm4,200.0,210.0,"/m/07pl1bw,/m/083vt","['/m/07pl1bw', '/m/083vt']","['Sounds of things', 'Sounds of things']",2,2
16163,nDMH6C6XLlw,0.0,10.0,"/m/04rlf,/m/07pxg6y,/m/09x0r","['/m/04rlf', '/m/07pxg6y', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
16164,nDTXpjXKeGs,21.0,31.0,"/m/04rlf,/m/07r_k2n,/m/09x0r","['/m/04rlf', '/m/07r_k2n', '/m/09x0r']","['Music', 'Animal', 'Human Sounds']",3,3
16165,nD_HctFk3Hc,570.0,580.0,"/m/06mb1,/m/0jb2l,/m/0ngt1","['/m/06mb1', '/m/0jb2l', '/m/0ngt1']","['Natural Sounds', 'Natural Sounds', 'Natural Sounds']",3,3
16166,nDfjIxcNlKw,130.0,140.0,"/m/028v0c,/m/07rrh0c,/t/dd00126","['/m/028v0c', '/m/07rrh0c', '/t/dd00126']","['Source-ambiguous sounds', 'Sounds of things', 'Channel environment and background']",3,3
16167,nDjfeUwA380,130.0,140.0,"/m/04rlf,/m/05r6t","['/m/04rlf', '/m/05r6t']","['Music', 'Music']",2,2
16168,nE77lQzPBpA,0.0,10.0,"/m/07pqn27,/m/0c1dj","['/m/07pqn27', '/m/0c1dj']","['Source-ambiguous sounds', 'Source-ambiguous sounds']",2,2
16169,nEgaxoH97kI,30.0,40.0,"/m/04rlf,/m/07pp8cl,/m/09x0r","['/m/04rlf', '/m/07pp8cl', '/m/09x0r']","['Music', 'Sounds of things', 'Human Sounds']",3,3
16170,nErs1N5a7dY,10.0,20.0,"/m/04rlf,/m/0939n_,/m/09x0r","['/m/04rlf', '/m/0939n_', '/m/09x0r']","['Music', 'Human Sounds', 'Human Sounds']",3,3
16171,nEuJJd7nLrY,60.0,70.0,"/m/02cjck,/m/04rlf,/m/07s72n","['/m/02cjck', '/m/04rlf', '/m/07s72n']","['Music', 'Music', 'Music']",3,3
16172,nF2qiya1Ul4,160.0,170.0,"/m/04rlf,/m/07mzm6,/m/09x0r","['/m/04rlf', '/m/07mzm6', '/m/09x0r']","['Music', 'Human Sounds', 'Human Sounds']",3,3
16173,nFA1TD9ySXU,0.0,10.0,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128","['/m/07rknqz', '/m/07yv9', '/m/0k4j', '/m/0ltv', '/t/dd00128']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things', 'Channel environment and background']",5,5
16174,nFCrFcPdu7o,30.0,40.0,"/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j","['/m/07yv9', '/m/09x0r', '/m/0gvgw0', '/m/0k4j']","['Sounds of things', 'Human Sounds', 'Sounds of things', 'Sounds of things']",4,4
16175,nFMJ84wyVi0,560.0,570.0,"/m/02y_763,/m/0k4j","['/m/02y_763', '/m/0k4j']","['Sounds of things', 'Sounds of things']",2,2
16176,nFMtlnKFVKQ,310.0,320.0,"/m/01xq0k1,/m/0239kh,/m/0ch8v","['/m/01xq0k1', '/m/0239kh', '/m/0ch8v']","['Animal', 'Animal', 'Animal']",3,3
16177,nFdmth2N8Bo,40.0,50.0,"/m/02bm9n,/m/05zc1,/m/0l7xg,/t/dd00077","['/m/02bm9n', '/m/05zc1', '/m/0l7xg', '/t/dd00077']","['Sounds of things', 'Sounds of things', 'Sounds of things', 'Sounds of things']",4,4
16178,nFgbmyjm2T0,30.0,40.0,"/m/07cx4,/m/07pp8cl,/m/09x0r","['/m/07cx4', '/m/07pp8cl', '/m/09x0r']","['Sounds of things', 'Sounds of things', 'Human Sounds']",3,3
16179,nFkXTMHcjMU,14.0,24.0,"/m/07rgt08,/m/09x0r","['/m/07rgt08', '/m/09x0r']","['Human Sounds', 'Human Sounds']",2,2
16180,nFkmTa4oY84,240.0,250.0,"/m/02lkt,/m/04rlf,/m/0fd3y","['/m/02lkt', '/m/04rlf', '/m/0fd3y']","['Music', 'Music', 'Music']",3,3
16181,nFoktpUVeVw,200.0,210.0,"/m/02w4v,/m/04rlf","['/m/02w4v', '/m/04rlf']","['Music', 'Music']",2,2
16182,nG5_2IMbBo0,110.0,120.0,"/m/04rlf,/m/07lnk","['/m/04rlf', '/m/07lnk']","['Music', 'Music']",2,2
16183,nG85YFR3o6U,50.0,60.0,"/m/015lz1,/m/04rlf,/m/074ft,/m/0dq0md","['/m/015lz1', '/m/04rlf', '/m/074ft', '/m/0dq0md']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
16184,nGEprNOnCAc,160.0,170.0,/m/07ptfmf,['/m/07ptfmf'],['Sounds of things'],1,1
16185,nGJYXEsE3tk,20.0,30.0,"/g/122z_qxw,/m/09x0r,/m/0g6b5","['/g/122z_qxw', '/m/09x0r', '/m/0g6b5']","['Sounds of things', 'Human Sounds', 'Sounds of things']",3,3
16186,nGVNmZdFKLw,73.0,83.0,/m/03p19w,['/m/03p19w'],['Sounds of things'],1,1
16187,nGa9YKv6SCw,470.0,480.0,"/m/02fs_r,/m/09x0r,/t/dd00129","['/m/02fs_r', '/m/09x0r', '/t/dd00129']","['Source-ambiguous sounds', 'Human Sounds', 'Channel environment and background']",3,3
16188,nGaGQxiL1W4,60.0,70.0,/m/06hps,['/m/06hps'],['Animal'],1,1
16189,nGmhfmCVnnc,30.0,40.0,"/m/0k65p,/m/0l15bq","['/m/0k65p', '/m/0l15bq']","['Human Sounds', 'Human Sounds']",2,2
16190,nGnuJJloAPM,430.0,440.0,"/m/01lsmm,/m/09x0r,/t/dd00125","['/m/01lsmm', '/m/09x0r', '/t/dd00125']","['Sounds of things', 'Human Sounds', 'Channel environment and background']",3,3
16191,nH0MNGgnj-o,19.0,29.0,"/m/07q2z82,/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00066","['/m/07q2z82', '/m/07s34ls', '/m/07yv9', '/m/0k4j', '/t/dd00066']","['Sounds of things', 'Source-ambiguous sounds', 'Sounds of things', 'Sounds of things', 'Sounds of things']",5,5
16192,nH7Df4PgSLM,490.0,500.0,/m/07rknqz,['/m/07rknqz'],['Sounds of things'],1,1
16193,nHGis4rLffU,270.0,280.0,"/m/04rlf,/m/04rzd,/m/04szw","['/m/04rlf', '/m/04rzd', '/m/04szw']","['Music', 'Music', 'Music']",3,3
16194,nHnoxtfF5_4,0.0,5.0,/m/0242l,['/m/0242l'],['Sounds of things'],1,1
16195,nHsPhNQzMsI,10.0,20.0,"/m/015lz1,/m/04rlf,/m/0dq0md,/m/0jtg0","['/m/015lz1', '/m/04rlf', '/m/0dq0md', '/m/0jtg0']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
16196,nIHcAyP3ReQ,270.0,280.0,"/m/0g6b5,/t/dd00128","['/m/0g6b5', '/t/dd00128']","['Sounds of things', 'Channel environment and background']",2,2
16197,nITNA5-2Dc8,380.0,390.0,"/m/05x_td,/m/07yv9,/t/dd00128","['/m/05x_td', '/m/07yv9', '/t/dd00128']","['Sounds of things', 'Sounds of things', 'Channel environment and background']",3,3
16198,nIfIAgkB-MI,30.0,40.0,/m/030rvx,['/m/030rvx'],['Sounds of things'],1,1
16199,nItnCNYFwec,10.0,20.0,/m/0l156k,['/m/0l156k'],['Sounds of things'],1,1
16200,nJ3tuDmcdTs,30.0,40.0,/m/0mkg,['/m/0mkg'],['Music'],1,1
16201,nJ5VaxlKdQE,50.0,60.0,/m/01d3sd,['/m/01d3sd'],['Human Sounds'],1,1
16202,nJ8M89nmQLk,140.0,150.0,"/m/01bns_,/m/0d8_n","['/m/01bns_', '/m/0d8_n']","['Music', 'Music']",2,2
16203,nJGESRc3XfY,60.0,70.0,"/m/04rlf,/m/05lls","['/m/04rlf', '/m/05lls']","['Music', 'Music']",2,2
16204,nJKkJuff4cc,30.0,40.0,/m/07pczhz,['/m/07pczhz'],['Sounds of things'],1,1
16205,nJaezskegdc,20.0,30.0,"/m/015lz1,/m/04rlf,/m/0y4f8,/m/0z9c","['/m/015lz1', '/m/04rlf', '/m/0y4f8', '/m/0z9c']","['Human Sounds', 'Music', 'Music', 'Music']",4,4
16206,nJcdI1CyoBI,40.0,50.0,"/m/04rlf,/m/0dl5d","['/m/04rlf', '/m/0dl5d']","['Music', 'Music']",2,2
16207,nJnzdZ-KBGs,100.0,110.0,"/m/07s2xch,/m/09x0r,/t/dd00125","['/m/07s2xch', '/m/09x0r', '/t/dd00125']","['Human Sounds', 'Human Sounds', 'Channel environment and background']",3,3
16208,nL-4SFTB810,170.0,180.0,/m/0dwt5,['/m/0dwt5'],['Music'],1,1
16209,nL4zx0-mi14,30.0,40.0,"/m/03q5t,/m/05148p4","['/m/03q5t', '/m/05148p4']","['Music', 'Music']",2,2
16210,nLEv1Ww9dEo,30.0,40.0,/m/01h82_,['/m/01h82_'],['Sounds of things'],1,1
16211,nLT46BqE-OI,340.0,350.0,/m/02z32qm,['/m/02z32qm'],['Sounds of things'],1,1
16212,nM0ocSIvM70,430.0,440.0,/m/07pqn27,['/m/07pqn27'],['Source-ambiguous sounds'],1,1
16213,nM2ZcgMqhQc,30.0,40.0,"/m/01m4t,/m/04rlf","['/m/01m4t', '/m/04rlf']","['Sounds of things', 'Music']",2,2
16214,nMfJgnHZ0zc,90.0,100.0,"/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j","['/m/04gxbd', '/m/07yv9', '/m/09x0r', '/m/0k4j']","['Sounds of things', 'Sounds of things', 'Human Sounds', 'Sounds of things']",4,4
16215,nNCIu4zbTuU,20.0,30.0,"/m/07qw_06,/m/09x0r,/t/dd00127","['/m/07qw_06', '/m/09x0r', '/t/dd00127']","['Human Sounds', 'Human Sounds', 'Channel environment and background']",3,3
